,Image,Id,Hash,Shape,Mode,Length,Ratio,New_Whale,Id_Count
2423,3f172b13.jpg,w_1f10750,ca9fa1701c4d5ab6,"(865, 577)",RGB,499105,1.4991334488734835,False,4
2424,3f17b088.jpg,w_34c4927,9fc2d0a5e0b9e03e,"(1050, 254)",RGB,266700,4.133858267716535,False,3
2425,3f2041b9.jpg,w_bd5cf0a,aa6ad195b1ec3e0a,"(707, 509)",RGB,359863,1.3889980353634577,False,1
2426,3f209764.jpg,w_91d9cd0,bfcac0340dcb32e5,"(1050, 600)",RGB,630000,1.75,False,1
2427,3f334508.jpg,w_e428015,bfcec0b40b403ccf,"(1050, 600)",RGB,630000,1.75,False,1
2428,3f35091a.jpg,w_ca54a51,fc83d26d88d8a74a,"(1050, 275)",RGB,288750,3.8181818181818183,False,1
2429,3f35e536.jpg,w_14c8f15,bf17c060689f97a1,"(1050, 591)",RGB,620550,1.7766497461928934,False,3
2430,3f3703f5.jpg,w_f8e6546,a06c1f8330f9f639,"(1050, 275)",RGB,288750,3.8181818181818183,False,13
2431,3f376424.jpg,w_8b6fd36,e1cec3603e4fc6a1,"(960, 638)",RGB,612480,1.5047021943573669,False,2
2432,3f3a472d.jpg,w_a1350a7,96dc07c03ee3b9a4,"(1050, 403)",RGB,423150,2.6054590570719602,False,3
2433,3f419c58.jpg,w_1306632,a67099db666498cd,"(1050, 600)",L,630000,1.75,False,1
2434,3f461c80.jpg,w_a59905f,9b1f8581e0787dd8,"(1050, 600)",RGB,630000,1.75,False,16
2435,3f4cf803.jpg,w_13c6b6b,96c0cf32e8bdb20e,"(1050, 300)",RGB,315000,3.5,False,8
2436,3f514e6e.jpg,w_6a16373,eb9ec9f28520b525,"(1050, 210)",RGB,220500,5.0,False,1
2437,3f54e6ce.jpg,w_cad1a8d,a1be3cc7b097a289,"(1050, 600)",RGB,630000,1.75,False,2
2438,3f58d794.jpg,new_whale,b3f80e63d019f15c,"(1050, 323)",RGB,339150,3.2507739938080493,True,810
2439,3f5b3e6e.jpg,w_7895123,ba4ec2b465b33c2c,"(1050, 358)",RGB,375900,2.9329608938547485,False,3
2440,3f5efcb8.jpg,w_338b130,8e85b392ccb9334e,"(939, 630)",RGB,591570,1.4904761904761905,False,4
2441,3f5fffa6.jpg,w_a57351c,efb5d0c2b36c2225,"(1050, 558)",L,585900,1.881720430107527,False,1
2442,3f6ddbb0.jpg,w_158eeb9,bec1c13e2dc896a3,"(622, 355)",RGB,220810,1.7521126760563381,False,1
2443,3f75c72b.jpg,w_9b6b87d,ec9b1ac4f1d1b216,"(847, 367)",RGB,310849,2.3079019073569484,False,3
2444,3f78f596.jpg,w_88c4d5e,eb9a9571384ec992,"(1050, 503)",RGB,528150,2.0874751491053676,False,1
2445,3f7a3e4c.jpg,w_a67a1bc,e91a96e5691a8ce6,"(866, 496)",RGB,429536,1.7459677419354838,False,2
2446,3f7a9eb5.jpg,w_d58a303,f845d1f3b4199b06,"(1050, 600)",RGB,630000,1.75,False,1
2447,3f7b67ac.jpg,w_8bde95b,afc3d53568384b92,"(1050, 450)",RGB,472500,2.3333333333333335,False,4
2448,3f846b99.jpg,w_95c7d1b,aa5ed4a0ad7217a5,"(900, 600)",RGB,540000,1.5,False,2
2449,3f8f864a.jpg,w_83d8a2e,aa7ec5c191e26636,"(877, 501)",L,439377,1.750499001996008,False,1
2450,3f919786.jpg,w_86b9dfd,bf5dc0e1c674c126,"(1050, 701)",RGB,736050,1.4978601997146932,False,3
2451,3f964dd3.jpg,new_whale,bfc8d2f4a13d8c09,"(1050, 450)",RGB,472500,2.3333333333333335,True,810
2452,3f9916de.jpg,w_0beef28,bfcad4a43dae0906,"(1050, 450)",RGB,472500,2.3333333333333335,False,7
2453,3f9a988d.jpg,w_e45bc18,b0cd8fc26c3c93b4,"(240, 137)",RGB,32880,1.7518248175182483,False,4
2454,3fb0d64d.jpg,w_c30959a,af4bd2f4a530ac0b,"(1050, 600)",RGB,630000,1.75,False,9
2455,3fbb89ef.jpg,w_8d83172,8ec390b6b4e4b4ad,"(1050, 181)",RGB,190050,5.801104972375691,False,9
2456,3fc798e8.jpg,w_0d39a68,ae4bd0b583b0adb4,"(1050, 340)",RGB,357000,3.088235294117647,False,5
2457,3fcf2404.jpg,w_fd587bc,e69999e6739e0c41,"(1019, 582)",L,593058,1.7508591065292096,False,3
2458,3fd23941.jpg,w_1eafe46,e9ba9e626998c661,"(1050, 600)",RGB,630000,1.75,False,23
2459,3fed5a16.jpg,w_79cde72,fe85e0aa69385a96,"(1050, 278)",RGB,291900,3.776978417266187,False,2
2460,3ff1e633.jpg,w_d22af00,f61793b468a8e0b6,"(1050, 600)",RGB,630000,1.75,False,6
2461,4000acd1.jpg,w_6fcceaf,a458cf3738c0f41f,"(1050, 600)",RGB,630000,1.75,False,3
2462,400f59b3.jpg,w_8c1ec28,bec8ce33c1b2b684,"(821, 281)",RGB,230701,2.921708185053381,False,14
2463,4012b70b.jpg,w_a866824,eb9e83e0b071ada8,"(1050, 297)",RGB,311850,3.5353535353535355,False,2
2464,40166dfc.jpg,w_e98432b,a308dc9bd2b6e5b0,"(1050, 315)",RGB,330750,3.3333333333333335,False,2
2465,40172c0d.jpg,w_9b401eb,db94a22999eb36c8,"(1050, 288)",RGB,302400,3.6458333333333335,False,19
2466,40303bdf.jpg,w_a2b8172,add0cf3be2348d06,"(1050, 339)",RGB,355950,3.0973451327433628,False,3
2467,4032a5d9.jpg,w_a533837,a2dccfb3aaa8b8a0,"(1050, 175)",RGB,183750,6.0,False,3
2468,4042398c.jpg,w_43be268,ea9e8761785c1996,"(1050, 606)",RGB,636300,1.7326732673267327,False,21
2470,40682370.jpg,w_8740039,fc8ec3b02c431ccf,"(840, 480)",L,403200,1.75,False,1
2471,40776b8c.jpg,w_a464d28,f21d4d73194cb3d0,"(670, 383)",RGB,256610,1.7493472584856398,False,1
2472,407b242b.jpg,w_d1917df,cb78f4cce8c35cc0,"(1050, 525)",RGB,551250,2.0,False,2
2474,4083d9fe.jpg,w_392bee3,b4c9cf702ccfb320,"(700, 376)",L,263200,1.8617021276595744,False,4
2475,40851751.jpg,w_fe4c603,af6bccc573320c8c,"(701, 500)",L,350500,1.402,False,1
2476,408cc669.jpg,w_c00534d,bec09135ac4edc59,"(1050, 600)",RGB,630000,1.75,False,8
2477,40906ec9.jpg,w_0beef28,ea1a95a3e0b0ed59,"(1050, 600)",RGB,630000,1.75,False,7
2478,40abf606.jpg,w_1287fbc,b0c4d15e8f4b3e07,"(1050, 556)",RGB,583800,1.8884892086330936,False,34
2479,40ad6563.jpg,w_1ecfe96,bb4685e1b6c1b8d8,"(1050, 347)",RGB,364350,3.025936599423631,False,3
2480,40c67e8d.jpg,w_898bb9a,b00de10eb3f1b4f1,"(1050, 296)",RGB,310800,3.5472972972972974,False,2
2481,40c9509b.jpg,w_ee948c6,84717a9ec1a4717d,"(499, 214)",RGB,106786,2.3317757009345796,False,4
2482,40d1b9cd.jpg,w_e7a238b,da84a074b9ca7e93,"(1050, 345)",RGB,362250,3.0434782608695654,False,5
2483,40e1012f.jpg,w_0f96780,a4ed9a966665199a,"(1050, 591)",RGB,620550,1.7766497461928934,False,5
2484,40e10ef0.jpg,w_0e4f53c,8e59e6e4993664d8,"(1050, 519)",RGB,544950,2.023121387283237,False,8
2485,40e1ce50.jpg,w_fdf60bb,b6ca8da1780fc761,"(840, 469)",L,393960,1.791044776119403,False,3
2486,40e36d8b.jpg,w_c58b474,e5d81a663599cb62,"(1050, 700)",RGB,735000,1.5,False,7
2487,40e4dcbc.jpg,new_whale,eb9e99e1b44b2219,"(1000, 652)",RGB,652000,1.5337423312883436,True,810
2488,40f12898.jpg,w_777546c,f883c765a81ab6a5,"(1050, 700)",RGB,735000,1.5,False,1
2489,40f298b5.jpg,w_8464638,908ccf733c8cc3f1,"(1050, 700)",RGB,735000,1.5,False,3
2490,410863ce.jpg,w_a7c6cf3,e89d84f10d5e82de,"(900, 600)",RGB,540000,1.5,False,1
2491,410f1120.jpg,w_14c8f15,ab5a9781e4e0383f,"(980, 510)",L,499800,1.9215686274509804,False,3
2492,4123189d.jpg,w_efd3f81,b3dc8c87e3a3207c,"(832, 475)",RGB,395200,1.7515789473684211,False,5
2493,41246fbe.jpg,w_edf5f77,991895b1b89f0d9b,"(1050, 525)",RGB,551250,2.0,False,3
2494,412a41d3.jpg,w_3023ee5,a89c87e378799538,"(1000, 667)",RGB,667000,1.4992503748125936,False,2
2496,413ea62f.jpg,w_959b917,b3d98877a24c8f46,"(1050, 575)",RGB,603750,1.826086956521739,False,1
2497,413f9495.jpg,w_31fb9f0,835ebc63700edd31,"(1050, 700)",RGB,735000,1.5,False,4
2498,41413acb.jpg,w_48c9deb,bf1f83c0e0a47569,"(998, 600)",L,598800,1.6633333333333333,False,1
2499,4146fab6.jpg,new_whale,aa6bdb05657b1846,"(1050, 700)",RGB,735000,1.5,True,810
2500,414cb204.jpg,w_cd70e8b,be4bc2b4e532f02c,"(366, 120)",RGB,43920,3.05,False,3
2501,414d3246.jpg,w_0be0d81,becad3b02da22c0f,"(207, 118)",RGB,24426,1.7542372881355932,False,1
2502,415b1533.jpg,w_95aad92,b5d86ecbc2e431c4,"(989, 565)",L,558785,1.7504424778761063,False,3
2503,415bbd5d.jpg,w_aa7e5f4,ec938774c1e832dc,"(1050, 218)",RGB,228900,4.81651376146789,False,4
2504,416bb0ad.jpg,w_7e8b270,b98b8226b374eda8,"(826, 296)",RGB,244496,2.7905405405405403,False,14
2505,416ccbf3.jpg,w_afe953f,e5589b8666b2352d,"(996, 569)",RGB,566724,1.750439367311072,False,2
2506,416f311e.jpg,w_48f649e,b19ccec997366149,"(1050, 700)",RGB,735000,1.5,False,1
2507,41700c90.jpg,w_2a18a44,bf7f8ac0a4b303c2,"(1050, 726)",L,762300,1.4462809917355373,False,6
2508,417899af.jpg,w_44cccf6,aecad2b5a3e4a0ac,"(1050, 249)",RGB,261450,4.216867469879518,False,13
2509,417fa931.jpg,w_95874a5,ab5f93f083308d78,"(1050, 368)",RGB,386400,2.8532608695652173,False,19
2510,41810722.jpg,w_e41f2fa,aa5595e2a1e86aba,"(1050, 700)",RGB,735000,1.5,False,2
2511,418bc03d.jpg,w_83a922d,bfc8962708d667d0,"(700, 401)",L,280700,1.745635910224439,False,2
2512,41981a88.jpg,w_6361632,ea1a858390e4f6e7,"(1050, 314)",RGB,329700,3.343949044585987,False,4
2513,4198fd56.jpg,w_4b7b80b,e13cccc333e03d8b,"(939, 365)",RGB,342735,2.5726027397260274,False,13
2514,41a4f2e7.jpg,w_3e1ba5b,fa87a0689d3cc237,"(1050, 319)",RGB,334950,3.29153605015674,False,5
2515,41a8d00c.jpg,w_50729c4,e9949661781cb763,"(1000, 652)",RGB,652000,1.5337423312883436,False,3
2516,41ad864a.jpg,w_b5383b5,ea51a45dbb53b068,"(1050, 225)",RGB,236250,4.666666666666667,False,3
2517,41c3e932.jpg,w_5102893,f3548dd3b2c0acc9,"(1025, 417)",L,427425,2.4580335731414866,False,1
2518,41d00b14.jpg,w_dcb1f2a,8b90a4633b5cd29f,"(1050, 287)",RGB,301350,3.658536585365854,False,8
2519,41dd9b82.jpg,new_whale,ba8ac2f4b326f4a8,"(1050, 450)",RGB,472500,2.3333333333333335,True,810
2520,41e48ba4.jpg,w_89317b0,fa978060ed39da26,"(1050, 335)",RGB,351750,3.1343283582089554,False,4
2521,41e899a8.jpg,w_540fd73,be81c0789d92ce67,"(856, 393)",RGB,336408,2.178117048346056,False,14
2522,41f65e51.jpg,w_a9dd349,ba4bd2f43d8f0a0a,"(816, 349)",RGB,284784,2.33810888252149,False,3
2523,41f8fad5.jpg,w_2dea395,be4acbb0300dcbf2,"(1050, 600)",L,630000,1.75,False,1
2524,42025982.jpg,w_0b04c08,96e1fce3720498b6,"(1050, 700)",RGB,735000,1.5,False,5
2525,420586cd.jpg,w_e6ddfe1,afd0956d18e9ba03,"(1050, 322)",RGB,338100,3.260869565217391,False,2
2526,4210085e.jpg,w_3ae3603,b98ec261781e93a7,"(1050, 700)",RGB,735000,1.5,False,4
2527,4210de9f.jpg,w_d7de1ee,a618d3a7a3345ccd,"(1050, 391)",RGB,410550,2.6854219948849103,False,5
2528,4214d0bb.jpg,w_82c9c67,b44a355ba478a95e,"(556, 371)",RGB,206276,1.4986522911051212,False,2
2529,42167c4e.jpg,w_3fdab94,fa7a8585206a5f8d,"(686, 504)",RGB,345744,1.3611111111111112,False,2
2530,4221497d.jpg,w_71e851f,8018fe099267e9fe,"(1050, 452)",RGB,474600,2.3230088495575223,False,1
2531,4222baf2.jpg,w_dbda0d6,d4c9d817621c8df3,"(1050, 659)",RGB,691950,1.5933232169954477,False,17
2532,4222f7dc.jpg,w_7554f44,a1c9de4767b99882,"(1050, 700)",RGB,735000,1.5,False,26
2533,4227fffe.jpg,w_4d528e4,da85e07dca164de1,"(937, 357)",RGB,334509,2.6246498599439776,False,2
2534,422d9bfd.jpg,w_3e0f25d,9c63c3bc3c23634e,"(1050, 600)",L,630000,1.75,False,3
2535,4235f9c3.jpg,w_eb0a6ed,96c09ae7615a9736,"(758, 317)",RGB,240286,2.391167192429022,False,17
2536,4250fd1e.jpg,w_37c23fa,ea9e85e0b465f868,"(1050, 450)",RGB,472500,2.3333333333333335,False,1
2537,42530ad2.jpg,w_6c803bf,edbdd2b0311e8e41,"(1050, 700)",RGB,735000,1.5,False,16
2538,4269e4ae.jpg,w_e0efc4f,b98e93603cf81a76,"(1050, 353)",RGB,370650,2.9745042492917846,False,5
2539,426c7903.jpg,w_847088b,f94591d6632739c8,"(654, 360)",L,235440,1.8166666666666667,False,2
2540,42705ffb.jpg,w_eb47189,dbd4e466a1398e26,"(1050, 368)",RGB,386400,2.8532608695652173,False,4
2541,4270984c.jpg,w_750dc93,bcd6c2613d9f8261,"(1050, 600)",L,630000,1.75,False,1
2542,4272c362.jpg,w_6badfcf,90b50d1fd2f06c4f,"(1004, 655)",L,657620,1.532824427480916,False,4
2543,427cb01b.jpg,w_e0818df,e98e95712ec8a32e,"(1050, 599)",RGB,628950,1.7529215358931554,False,3
2544,427ecca7.jpg,w_b074cdf,a6f0d9a66738d816,"(1050, 700)",RGB,735000,1.5,False,14
2545,42827019.jpg,w_cb7b682,e99c8e63b461b1e8,"(1050, 306)",RGB,321300,3.4313725490196076,False,5
2546,42859644.jpg,new_whale,8eb1baa1a3b1a8ab,"(1050, 700)",RGB,735000,1.5,True,810
2547,428e5bcb.jpg,w_489e374,f1c49be4813fd8c2,"(1050, 700)",RGB,735000,1.5,False,1
2548,429cce65.jpg,w_9b00e07,eaca943569c3d23c,"(1050, 700)",RGB,735000,1.5,False,1
2549,42a288b9.jpg,w_0a71e87,be8ec2b0f3302c4f,"(980, 346)",RGB,339080,2.832369942196532,False,3
2550,42b16c1c.jpg,w_77607b5,af8ab5a3a2e4c8f0,"(1050, 239)",RGB,250950,4.393305439330544,False,4
2551,42b737be.jpg,w_cf24f84,ea9e85e0b471987a,"(1050, 435)",RGB,456750,2.413793103448276,False,5
2552,42b7c6a0.jpg,w_361e290,bccdc336a4491e87,"(1050, 335)",RGB,351750,3.1343283582089554,False,3
2553,42c4240c.jpg,w_efebfe8,fc0fc376a09e0d46,"(1050, 185)",RGB,194250,5.675675675675675,False,5
2555,42cf9ddf.jpg,w_d708c5a,b7cc4cf336a0ec0c,"(1050, 393)",RGB,412650,2.6717557251908395,False,3
2556,42d02843.jpg,w_3881300,e6998826f9391ae6,"(1050, 450)",RGB,472500,2.3333333333333335,False,2
2557,42d0ab1b.jpg,w_656afeb,abda96e0681f0772,"(900, 539)",RGB,485100,1.6697588126159555,False,9
2558,42d640db.jpg,w_fac9864,abcad037a03c8d9b,"(1050, 288)",RGB,302400,3.6458333333333335,False,1
2559,42daedc8.jpg,w_d3a5075,e598c3b3e03d8e0b,"(1050, 355)",RGB,372750,2.9577464788732395,False,1
2560,42e24810.jpg,w_06972d2,ea1b83e0b4f731a4,"(1050, 444)",RGB,466200,2.364864864864865,False,5
2561,42e494f0.jpg,new_whale,b295cee3301cc7c3,"(766, 500)",RGB,383000,1.532,True,810
2562,42e53534.jpg,new_whale,acd1f334cc2b9266,"(1050, 318)",RGB,333900,3.30188679245283,True,810
2563,42e72eb6.jpg,w_fcee41d,b13ccfc3b2382c1b,"(750, 525)",L,393750,1.4285714285714286,False,1
2564,42f81ddf.jpg,w_660629d,8e83e07a97758972,"(1050, 335)",RGB,351750,3.1343283582089554,False,1
2565,43099c40.jpg,w_ba39ad5,b52c929ba967a631,"(620, 413)",RGB,256060,1.5012106537530265,False,1
2566,430ca666.jpg,w_c84551d,a7a14a1a8769bce5,"(1050, 253)",RGB,265650,4.150197628458498,False,3
2567,430dc946.jpg,w_8c23123,a39c85e1e068da9f,"(1050, 525)",RGB,551250,2.0,False,2
2568,43189ff2.jpg,w_c7f1975,a62999d6e6616939,"(1050, 525)",RGB,551250,2.0,False,2
2569,432cd544.jpg,w_4e1f7bd,9e0a85e07a7e5d85,"(699, 475)",L,332025,1.471578947368421,False,2
2570,432f627b.jpg,w_83714b7,b18fcc39a3cc1ce1,"(1000, 652)",RGB,652000,1.5337423312883436,False,4
2571,43301acf.jpg,w_5be8e63,b8c6c3b330cc1fc3,"(1050, 630)",RGB,661500,1.6666666666666667,False,3
2572,4330d0fb.jpg,w_9ae554b,face81702f5d0e83,"(1050, 450)",RGB,472500,2.3333333333333335,False,3
2573,43320cd4.jpg,w_eea20c4,8fd4f52dca27c0a4,"(1050, 361)",RGB,379050,2.9085872576177287,False,3
2574,4338e56f.jpg,new_whale,ec1b9da6a0e469d8,"(1050, 404)",RGB,424200,2.599009900990099,True,810
2575,433a6400.jpg,w_73d5489,ea8595c2f2f2b84c,"(974, 585)",RGB,569790,1.664957264957265,False,21
2576,4347d4d2.jpg,w_7257028,ee9985669984f235,"(1050, 600)",RGB,630000,1.75,False,2
2577,434a540e.jpg,w_8dcd784,8b9ef5a1527d0b0a,"(1050, 600)",RGB,630000,1.75,False,1
2578,434cc40e.jpg,w_9875c12,ed6d8ad2f620185e,"(532, 215)",RGB,114380,2.474418604651163,False,8
2579,43541605.jpg,new_whale,a599986ae63129de,"(648, 370)",RGB,239760,1.7513513513513514,True,810
2580,435629c1.jpg,w_d3ce445,ab5c97633c8b4e12,"(1050, 450)",RGB,472500,2.3333333333333335,False,4
2581,43571204.jpg,w_bf69a19,e89ee330847d8f23,"(1050, 210)",RGB,220500,5.0,False,3
2582,43577066.jpg,w_d382236,bf8ad0b721380bf2,"(1050, 630)",RGB,661500,1.6666666666666667,False,7
2583,435b5c2e.jpg,w_63035d1,ef9ac4b5b4e01c4a,"(1050, 404)",RGB,424200,2.599009900990099,False,2
2584,43647360.jpg,w_7dee51b,b4cd83f3242cf92a,"(1050, 318)",RGB,333900,3.30188679245283,False,4
2585,436f8472.jpg,w_7faebe3,b17c8e62788d9a36,"(1050, 700)",RGB,735000,1.5,False,2
2586,43767e4f.jpg,new_whale,8ad5b46f98698f03,"(1050, 359)",RGB,376950,2.9247910863509747,True,810
2587,43791420.jpg,w_ab2d17a,ea9b80e57a460d79,"(1050, 700)",RGB,735000,1.5,False,2
2588,43893a0d.jpg,w_bf38f05,f589966463b1e1b4,"(1050, 298)",RGB,312900,3.523489932885906,False,5
2589,438e25a5.jpg,w_2b939eb,bd83c366791f92c0,"(1050, 788)",RGB,827400,1.33248730964467,False,4
2590,4390f29c.jpg,w_778ee6e,aed2f533e02c892b,"(1050, 317)",RGB,332850,3.312302839116719,False,8
2591,4398e933.jpg,w_c666071,e0b7c1548778bd86,"(1050, 600)",L,630000,1.75,False,1
2593,43cb646c.jpg,w_9e22ded,b79dc8e6d131a81c,"(595, 255)",RGB,151725,2.3333333333333335,False,3
2594,43cfbe67.jpg,w_9fd6909,bccfd0a193368cb4,"(1050, 450)",RGB,472500,2.3333333333333335,False,1
2595,43d8b239.jpg,w_551f5ca,a995c2b2f429fc29,"(914, 277)",RGB,253178,3.299638989169675,False,2
2596,43dfd923.jpg,w_1c69443,af8ef5b3f0a85a00,"(1010, 183)",RGB,184830,5.51912568306011,False,4
2598,43e89f36.jpg,w_d19a884,e29c8964dddb4c46,"(1050, 600)",RGB,630000,1.75,False,6
2601,43f45ef3.jpg,w_53ed912,bec1c03ccfd3b00d,"(1050, 700)",RGB,735000,1.5,False,2
2602,43f74157.jpg,w_c102ec3,ee0c83e1345ccd3b,"(1050, 735)",L,771750,1.4285714285714286,False,1
2603,43fafa57.jpg,w_8a66718,ae98d1a52348ccbf,"(1050, 600)",RGB,630000,1.75,False,3
2605,440d5063.jpg,w_cae7677,c8379de032ad25f1,"(1050, 368)",RGB,386400,2.8532608695652173,False,15
2606,441262ef.jpg,w_4a43c71,ab8f84f328b4e83c,"(1050, 193)",RGB,202650,5.4404145077720205,False,1
2608,441fc875.jpg,w_f19faeb,f6d9c9e69889a292,"(1050, 700)",RGB,735000,1.5,False,20
2609,442005d4.jpg,w_1e7bb93,91564eb9b1e68c59,"(1050, 600)",L,630000,1.75,False,2
2610,44231643.jpg,w_89e159a,ca338360b04df71f,"(1050, 306)",RGB,321300,3.4313725490196076,False,15
2611,4425522f.jpg,w_b3e6069,c3e43c4fc3b82cc6,"(1050, 700)",RGB,735000,1.5,False,5
2612,44266b9e.jpg,w_a62f211,a45bd9c42ab44dab,"(740, 493)",RGB,364820,1.5010141987829615,False,2
2613,4429a5b5.jpg,w_05396d8,d0eb2fb0c0633e99,"(1050, 525)",RGB,551250,2.0,False,2
2614,4430be6b.jpg,new_whale,af6f90d0a12b3a5c,"(1024, 761)",L,779264,1.3455978975032852,True,810
2615,4436a6a1.jpg,w_d10472d,e99cd6616a1f0d86,"(630, 363)",L,228690,1.7355371900826446,False,2
2616,443f0371.jpg,w_c00534d,b0e1991e4f13d6a5,"(1050, 450)",RGB,472500,2.3333333333333335,False,8
2617,44427bb1.jpg,w_cf82352,b34cd3d4cba360a3,"(1050, 340)",RGB,357000,3.088235294117647,False,1
2618,444c12a8.jpg,w_3449e4f,ed918666b1ccb239,"(1050, 242)",RGB,254100,4.338842975206612,False,3
2619,444c97c7.jpg,w_2d99a0c,af5c93a4e072546d,"(329, 188)",RGB,61852,1.75,False,14
2620,44522955.jpg,w_cef690d,bc8d80eaa7e5685a,"(1050, 367)",RGB,385350,2.861035422343324,False,5
2621,4453d43a.jpg,new_whale,a898e27d902e9f63,"(1050, 323)",RGB,339150,3.2507739938080493,True,810
2622,445c2164.jpg,w_1287fbc,eb94847e6569f068,"(1050, 375)",RGB,393750,2.8,False,34
2623,44672aeb.jpg,w_3ee8570,d33c0ed2649b66c3,"(1050, 343)",RGB,360150,3.061224489795918,False,3
2624,44722f31.jpg,w_62c6a8c,8e71867acd16e196,"(1050, 339)",RGB,355950,3.0973451327433628,False,1
2625,4485b8c0.jpg,new_whale,bd4c8fd3a2f0a4a4,"(1050, 450)",RGB,472500,2.3333333333333335,True,810
2626,4488724d.jpg,w_efa1fc7,ba4fc1b03d4d1a36,"(1050, 251)",RGB,263550,4.183266932270916,False,1
2627,4498fd8f.jpg,w_3d66298,ea9a85e2b0ac8d8f,"(1050, 405)",RGB,425250,2.5925925925925926,False,11
2628,449ed7eb.jpg,new_whale,f2608c4b33c6f9ac,"(704, 500)",L,352000,1.408,True,810
2629,449ee735.jpg,w_7394d75,f0dc9fd0a44a9137,"(1050, 700)",RGB,735000,1.5,False,2
2630,44af186f.jpg,w_9b6b87d,ea1b5aa5c9b2c417,"(811, 363)",RGB,294393,2.234159779614325,False,3
2631,44b28fe2.jpg,new_whale,b90ccfd3b4273344,"(376, 161)",RGB,60536,2.3354037267080745,True,810
2632,44b4434d.jpg,w_a2b3d53,be87847048de26cf,"(1050, 316)",RGB,331800,3.3227848101265822,False,2
2633,44b6aa67.jpg,w_ace8c54,afcad0b7a132165c,"(1050, 393)",RGB,412650,2.6717557251908395,False,9
2634,44bf9bee.jpg,w_fbbf84a,e83592c9d4f64b23,"(243, 139)",RGB,33777,1.7482014388489209,False,1
2635,44d23c91.jpg,w_cf7eebd,e6d98036f91d82e6,"(802, 458)",RGB,367316,1.7510917030567685,False,1
2636,44d430fe.jpg,w_cb9220b,ef8a80f4f5a52899,"(1050, 455)",RGB,477750,2.3076923076923075,False,2
2637,44d5c23c.jpg,w_2dae424,a5d99b4666391996,"(1050, 700)",RGB,735000,1.5,False,6
2638,44da8028.jpg,w_0fea5a3,9696a7657978184d,"(1050, 450)",RGB,472500,2.3333333333333335,False,4
2639,44da97ad.jpg,w_b4732ef,f8dec72568d0289e,"(1050, 600)",RGB,630000,1.75,False,9
2640,44dc9e60.jpg,w_49b425b,bb0e00757c5f43cc,"(1050, 525)",RGB,551250,2.0,False,2
2641,44dd32b1.jpg,w_7904cff,c6f1391ed6e0e84a,"(1050, 600)",RGB,630000,1.75,False,1
2642,44e50471.jpg,w_851a7f4,b3cc89f7a278a831,"(1050, 309)",RGB,324450,3.3980582524271843,False,3
2643,44e85049.jpg,new_whale,ad9ba5b84c46e1b4,"(852, 487)",RGB,414924,1.7494866529774127,True,810
2644,44e955c8.jpg,w_59786da,bfc2d465a84a9e62,"(1025, 586)",RGB,600650,1.7491467576791808,False,2
2645,44eb9b89.jpg,w_b0e05b1,f20c1de7f03c0f4a,"(1050, 600)",RGB,630000,1.75,False,16
2646,44f90b0e.jpg,w_eb458bf,d052b73c6ce219e9,"(700, 500)",L,350000,1.4,False,1
2647,44f9bfe0.jpg,w_3674103,b7ccc032798d46b3,"(1050, 450)",RGB,472500,2.3333333333333335,False,10
2648,45147d9a.jpg,w_7ab1759,bcc3c2346dcab235,"(1050, 695)",RGB,729750,1.5107913669064748,False,2
2649,451c8b8f.jpg,w_02bb4cf,dad5f43d8d2a8270,"(1050, 378)",RGB,396900,2.7777777777777777,False,3
2650,451f293e.jpg,w_3e73d8a,ca94e133bc299b63,"(1050, 216)",RGB,226800,4.861111111111111,False,2
2651,45225b46.jpg,w_0b0b7cc,dc0bb5b84e630bb8,"(525, 300)",RGB,157500,1.75,False,1
2652,4530a4f6.jpg,w_ad87135,ec2617c9cdccc8a9,"(727, 436)",RGB,316972,1.6674311926605505,False,6
2653,4531db47.jpg,w_eec1133,ea9e95a1681e87c9,"(1000, 667)",RGB,667000,1.4992503748125936,False,5
2654,45328aa6.jpg,w_6193637,a1d4c178da71a9cb,"(1050, 599)",RGB,628950,1.7529215358931554,False,1
2655,453d6b62.jpg,w_7ba4b5a,fa9580e07e79189e,"(1050, 450)",RGB,472500,2.3333333333333335,False,3
2656,453e7bcb.jpg,w_3b99025,e6cb99c976a60958,"(689, 497)",L,342433,1.386317907444668,False,3
2657,454637db.jpg,w_c128384,c2119cc6b3acf8ec,"(1050, 301)",RGB,316050,3.488372093023256,False,3
2658,454737d4.jpg,w_f60c7e8,b7d4cccf0b43c390,"(1050, 600)",L,630000,1.75,False,2
2660,45545a6e.jpg,w_62ca7c8,ed2d1a8c86a393b3,"(1050, 600)",RGB,630000,1.75,False,3
2661,4559c2a2.jpg,w_4476e55,d5354942d7b0ea17,"(1043, 568)",L,592424,1.8362676056338028,False,1
2662,455d96d2.jpg,w_552a16e,ead581b17e24ec0b,"(1050, 450)",RGB,472500,2.3333333333333335,False,4
2663,45704eae.jpg,new_whale,ed9991c46272d91d,"(1050, 600)",L,630000,1.75,True,810
2664,4570aff9.jpg,w_43be268,af86e1708cf887f0,"(888, 489)",RGB,434232,1.8159509202453987,False,21
2665,458011b4.jpg,w_ec87420,adcbc0b762492cad,"(1050, 525)",RGB,551250,2.0,False,2
2666,45880deb.jpg,w_0e737d0,c5de92c1edb21269,"(1050, 700)",RGB,735000,1.5,False,17
